text,text_english
bukan salah jokowi kata fahrilah kampus rektir bkl larang kl ada tekan dr istana aplg jokowi sndri prnh ngomong protes sultan para guru besar ngritik keras jokwi brrt kan emg salah jkwi kampus jd mandul tidak suara tolol bgt lu rii,"It's not Jokowi's fault, said Fahrilah, the campus rector will forbid it if there is pressure from the palace, especially Jokowi himself who has spoken out in protest against the Sultan, the professors have harshly criticized Jokowi, right? It's really Jokowi's fault that the campus has become sterile and has no voice. You're really stupid, Rii."
seperti bung fahri sulit imbang pandji part bagibagi kuasa normatif aja sih jawab saya wkwk,"like Mr Fahri, it's hard to balance Pandji's share of normative power, that's my answer, lol"
bang saran dikit aja kalau mungkin dipakein sistem jam turnamen catur jadi bang pandji maupun lawan bicara tahu nih saat siapa jalan langkah lanjut jadi ngobrolnya alir terdistract sama saat langkah siapa sisi bang pandji host setir cakap bisa berapa lama biar cakap jadi lengkap apa ingin di lik narasumber,"Bro, just a little suggestion, if possible, use the clock system for a chess tournament so that Bang Pandji and the person you are talking to know when who is going to take the next step, so the conversation flows distracted at the same time as whose side is Bang Pandji, how long will the host be able to speak so that the talk becomes complete, do you want to be liked by the resource person?"
undang bung rockyyy yuk like biar didenger,invite bro rockyyy let's like so you can hear
moga ada banyak podcast ajar politikbrbukan brmenilai langkah politik,"Hopefully there will be many podcasts that teach politics, not judge political steps"
politis kawak pikir sangat realistis,politician kawaii think very realistic
sampe ini cuma pks parte tetap idealisme fahri aja udh idealisngikut pasarstlh jd dpraplgbskrg jd pndkng rejim tetap salut pkstdk giur kaderusasinya lkutan latah gaet artis buat naikin kursi jd diblg fahri pks kolot fa naikin kursi kalah parte lainheiiii parte busa naik kursi pk cara instan gaet artis riiga hebat ky gituga perlu banggajls parte ada prestasi pks bisa nambah kursi dpr byk wajar rakyat indo msh gobloklbh tarik artisduit bansos milih,"Until now, only the PKS party has remained idealistic, Fahri has been idealistic, following the market, he has become an anti-regime, he still salutes the pkstk, the temptation of his cadre of cadres is to talk about attracting artists to get a seat, so he said, Fahri, PKS is old-fashioned, Fa increases the seat, loses, other parties, hey, parte foam, getting a pk seat, instant way to attract Riiga artists. It's great, it's like that, you need to be proud of it, if there are any achievements, the PKS can add a lot of seats to the DPR, it's normal for the Indonesian people to still be stupid and attract social assistance artists to vote"
dulu orang tidak suka dengar orang fahri hamsah bicara sekarang bisa lihat nilai orang fahri,"In the past, people didn't like to hear Fahri Hamsah speak, but now they can see Fahri's values."
coba ajak main bossman mas pandji,"Try inviting me to play Bossman, Mas Pandji"
bang awal kan sempet blg pks punya value bagus kaderisasi oke undang orang bisa tunjuk dong penasaran ken tau apa lu tahu soal pks sendiri thank you bang,"Bro, at the beginning, I just said that PKS has good cadre values, okay, invite people, you can show me, I'm curious to know if you know about PKS yourself, thank you, bro."
best episode skatmat lepas lugas cerdas gocek tanya sama jawab kereeen emang bang fh idealisme pragmatisme ketemu tiap jawab,"best episode checkmate, straightforward, smart, dribble, question and answer, cool, bro, fh, idealism, pragmatism, meet every answer"
kembali seperti zaman orde baru hanya partai milu brkl hari biasa banyak buat partai tp milu gabung jadi partai td,"back to the New Order era, only the Milu party was formed on normal days, many people formed parties, but Milu joined the party earlier"
epic talk,epic talk
,
retorika fahri hamzah otentik like no other politicians in this country and smart af,Fahri Hamzah's rhetoric is authentic like no other politician in this country and smart af
turki otoriter stabil ekonomi aja ambyar liat tuh mata uang lira,"Türkiye's authoritarian, stable economy is in shambles, look at the lira currency"
href kedip maut,href blink of death
beberapa hari nonton podcast hari tiga liat baru ngeh bidak catur udah makan sama bang fahri tata di luar papan catur itu sesuai tempat,"watched the podcast for a few days, day three saw it and then noticed that the chess pieces had been eaten with Fahri and arranged them outside the chess board according to their places."
aneh jabat publik bilang karier,It's strange that public office says it's a career
panji kepala udah botak catur di botakin,The ensign's head is bald and the chess is bald
senang banget gua dengar bang fahri ngomong nih soal kayak orang benar,I'm really happy to hear Fahri talk about being a righteous person
knp anies mau join pks bryakali pks isi orang bener besar sandiaga aja bsa nyelametin pppbrmending anies bikin partai sendiri ato join gelora sekali,Why does Anies want to join PKS? Most of the time PKS contains really big people who are good at being able to save PPP. It's better for Anies to form his own party or join in once in a while.
episode favorite nih,This is my favorite episode
panji sawer mana tuh cangkir kopi buat big brotherthink about it maju terus yah from boise idaho usa,panji sawer where is that coffee cup for big brotherthink about it keep going from boise idaho usa
bang gua penasaran klo bung rocky duel catur,"Bro, I'm curious if Rocky will have a chess duel"
dr tanya pertama fahri hamzah gak nyambung sama sekali sok sok an die kritik partai makin mentereng fahri fahri omon omon aja,"From the first question, Fahri Hamzah didn't make any connection at all, he pretended to criticize the party, Fahri Fahri just kept talking nonsense"
politis tidak munafik moga suatu datang renang beliau,"Politicians are not hypocrites, hopefully one day he will come to swim"
ne rocky gerung,this is rocky gerung
bagus banget cara bang fahri ambil posisi sini jam terbang boong emang,"It's really good how Fahri took the position here, flying hours are really good"
harus bang pandji tegesin arti prabowo bakal banyak buat perpu dong karna perpu lebih efektif banding uu lewat dpr,"Pandji must emphasize the meaning that Prabowo will do a lot for the Perpu, because the Perpu is more effective in appealing to UU through the DPR."
jujur ji sudut pandang fahri lebih matang lo jilove ji,"Honestly, Fahri's point of view is more mature, jilove ji"
kuasa kok kasi kalah wkwkwbrkocak ji komedian kritik phd australi cman jadi wakilbrji ji terlalu cari cari,power why give defeat wkwkwbrkocak ji comedian criticizes Australian PhD only as representativebrji ji is too looking for
lu aja kali ngerasa dah nge skak semua lu dukung kalah tuh klo bawa bawa ayat mayat,You just feel like you've checked everything you support will lose if you bring along corpse verses
memang lawan bg fahri pikiranya luasgk ada lawan,"Indeed, Fahri's opponent has a broad mind, there is no opponent"
sana taplak sini serbettt,there tablecloth here napkin
makin tua makin mirip pak ganjar bang ferdi nurilbrbrdengan nonton akhir gw punya alas nontonin film fedi nuril sama pandji,"The older I get, the more I look like Pak Gangar, Bang Ferdi Nuril. By watching the end, I have the opportunity to watch the film Fedi Nuril and Pandji."
kusmayanto kadim mah rektor lu bang hahahahahaha,"Kusmayanto is old, you are the rector, bro hahahahahaha"
alas sama pilih sama fedi amp aku sama gak suka mencla mencle,the same base choose the same as Fedi amp I both don't like to repeat myself
suka konten audio sedikit jomplang hehe ne diperhatiin team sukses selalu yaa,"I like the audio content, it's a little messy, hehe, keep in mind that the team is always successful"
audio film gspki,gspki movie audio
why is fedi nuril kinda look like ganjar pranowo or am dreaming,why is fedi nuril kinda look like Ganjar Pranowo or am dreaming
pratik boys,practice boys
kirain orang deep nyata cupu dangkal basis dangkal,I think deep people are really shallow on a shallow basis
audionyaa ini,this audio
sorry bang suara mendem ini podcast keren,sorry bro the sound is dull this is a cool podcast
href indikasi curang,href indication of cheating
mngp,mngp
orang tidak suka kalo kritik soal politik tuh aneh jabat publik gaji pake duit pajak pajak bapak pajak kakak adek iya hak lah kritik gimana sih dasar taplak,"people don't like it when they criticize politics, it's strange that if you hold a public position, your salary is using tax money, father's tax, brother's and sister's taxes, yes, what's the right to criticize?"
gue neng sama public figure kaya pandji kaya fedi mau speak up aman waras bagai warga negara indonesia biasa aka rakyat jelata,"I'm with a public figure like Pandji, Fedi, and I want to speak up safely and sanely like an ordinary Indonesian citizen, aka a commoner."
iyaaaa semua video skakmat jelek huhuhu,yeah all checkmate videos are bad huhuhu
bang undang guru gembul,bro invite fat teacher
spill judul film bareng panji,spill movie title with panji
doyok ali oncom lanjut dong,doyok ali oncom please continue
makas bang pandji udah ngundang el taplak makin kagum sama belio,"Thanks, Bang Pandji, for inviting El Taplak to be even more amazed by Belio"
kualitas micnya perlu tingkat bang,the mic quality needs to be improved bro
anjayy mesut ozil,anjayy mesut ozil
mantab brandai seleb seleb indo standar nya kaya ferdi pandji,"Awesome, Brandai, Indonesian celebrities are like Ferdi Pandji"
href orang pernah ajar dosen jga quotstaf ahliquot ajar anggota dewan ini sangat valiiidddgghhh wkwkwkwkwkk,href people have taught lecturers too quotexpert staffquot teaching members of the council is very validiiidddgghhh wkwkwkwkwkk
panjang taplak taplak tampang koplak,long tablecloth tablecloth looks like a koplak
yaelah aja bahas begini lihat fedi nuril keren cuma pas jadi gitaris garasi doang,"OK, let's just talk about it like this, look, Fedi Nuril is cool, he's only fit to be a garage guitarist"
kata akhir huruf vokal sangat kena ucap orang yaitu quotgukgukquot,"the final word with a vowel is very often pronounced by people, namely quotgukgukquot"
ne sama pak mahfud md,this is the same as Mr Mahfud MD
ketimbang raffi iya mending orang jika kadar ideologi politik hidup gak selalu cari duit dengan tabiat jilat orang politik,"Rather than Raffi, yes, it's better if people have a political ideology and don't always look for money by being a sucker for politicians"
pkb partai kocak jangan pilih udah aneh isi mana oranganisasi backing mau buka tambang apa lah makin kocak,"PKB party is hilarious, don't vote, it's already strange, the contents of which people are backing whether they want to open a mine or not, it's even more hilarious"
harap banyak public figure fedi nuril,hope there are many public figures like Fedi Nuril
nyala mas mas desir pasir,light up bro bro the swish of the sand
undang bang komeng dong,invite bro to comment please
href,href
satu aktor pas nikah bikin gua patah hati potek hati bang fachri wkwkbrmasih ngefans sampe skrg,"One actor when he got married made me heartbroken, Bro Fachri, wow, still a fan until now"
edisi bangga indonesia banget malah gak tayang mana yono bakrinyaa,"The proud Indonesian edition is not even aired, where is Yono Bakri?"
fedi mana ganteng smart,Fedi where handsome smart
adi napitupulu dong bang,please help me bro
gambar gua ubah liat pas ngomong quotpower tends to corrupt absolute power tends to corrupt absolutelyquot lord acton,"My picture changed when I said ""power tends to corrupt absolutely power tends to corrupt absolutely"" Lord Acton"
bang pake timer catur lah biar gak sering lupa gilir siapa,"Bro, use a chess timer so you don't often forget whose turn it is"
parah arafah dilupain woi,"seriously, Arafah was forgotten, hey"
audio benerin dulu boskuhhhh,fix the audio first boss
datang kesini mikir mas fadli gak fi ajak ikn kayak arti top nya,I came here thinking that Mas Fadli didn't invite fish like the meaning of top
sebenernya gpp bang kalo orang ngingetin sholat bang pandji kan muslim arti orang ngingetin sholat perhati sayang lu bang,"Actually, it doesn't matter if people remember to pray, Bro, Pandji, you're a Muslim, what does it mean when people remember to pray, pay attention, dear bro?"
clue tambah kota blitar wkkwkww,clue add blitar city wkkwkww
lagi agama nice,nice religion again
lanjut,carry on
tidak tonton aktris lgi,don't watch actress anymore
butuh orang ini,need this person
auto click bang fedi nuril haha,auto click bro Fedi Nuril haha
sayang audio,dear audio
request deddy cahyadi seru aja ngelesnya udah tau masing masing,"Deddy Cahyadi's request is just fun to rub, you already know each one"
bang pandji sekarang betulbetul butuh orang ngebantu dalam beri paham lebih arah tuju hidup hidup jalan sesuai apa saya harap apa abang bisa bantu,"Bro Pandji, now I really need someone to help in giving me a better understanding of the direction in which life is headed in life, I hope you can help me, bro."
main catur jelas bisa lihat woi,playing chess can clearly see hey
rakyat jadi alat simbolis pesta demokrasi keep logic always,people become symbolic tools of the democratic party keep logic always
bang pandjibuat beli tiket mensrea mulai jam brp iya kira,"Bang Pandji, what time do you think you can buy tickets for Mensrea?"
tuju akhir politik apa sih bang pandji,"What political end do you aim for, Bro Pandji?"
nyala duo abang,twinkle twinkle
el taplak akhir masak youtube,the last tablecloth cooking youtube
fedi nuril aktor besar rendah hati,fedi nuril great actor humble
pake ai buat clarity audio semangat editor,"use ai for audio clarity, good luck editor"
href anjir,href dog
ne ajak acho,I'll invite you
syang bngtttt audio,really love the audio
episode favorite,favorite episodes
nyala chef kuuu,my chef is on
quotdiemin aja kalo lo pentingquot nahini manteup,"""Just leave me alone if it's important for you"" Nahini manteup"
pernah nanya orang pilih malah jawab quotkita kasih sempat kasi sekarang kasih diaquot kaget se baik pilih indo,"I've ever asked people to choose, but they answered, ""We'll give you a chance, now give me,"" I'm surprised how good it is to choose Indo"
fedi mempan kasih bansos,Fedi Mempan gives social assistance
ken liat sang makhluk gelap cok pardede skak sini,"I want to see the dark creature, Pardede skak here"
panji lucu kalo ngritik tpi gak lucu kalo lgi nglucu,"The banner is funny when you criticize it, but it's not funny when you're being funny"
nyata politik dinasti pandji lebih brutal lebih jorok,"In fact, the politics of the Pandji dynasty were more brutal and more dirty"
panji anti politik dinasti pro politik intoleransi,anti-dynastic politics banner pro-intolerance politics
audio kurang bang,audio is lacking bro
bang suara podcast mu kok kecil,"Bro, why is your podcast sound so low?"
ji suara kecil ji,ji small voice ji
mau ngasih sedikit masuk buat bang pandji tim kreatif mungkin kasih macam alat tanda or something meja buat tanda white move or black move jadi kalau udah jalan tinggal pencet alat terus ngasih informasi siapa jalan soal episode pertama sering banget bintang tamu bang pandjinya ngingetin siapa jalan bingung,"I want to give a little entry to Mr. Pandji, the creative team, maybe give us some kind of marking device or something, a table for marking white move or black move, so when you're already walking, just press the tool and then give information about who's walking. In the first episode, the guest star, Bang Pandji, often reminds you who's walking, confused."
akhir muncul raja akhir nya,finally the king appears finally
audio bikin kuping sakit,audio makes ears hurt
udah bolak balik merhatiin speaker nyata audio tidak bener,"I've been checking the speakers over and over again, but the audio isn't right"
bangggg mensrea banjarmasin masukin donggggg,"bro, mensrea banjarmasin, please enter"
wah datangin mesut ozil,wow come on mesut ozil
ilmu fedi abangkuuuui,my brother Fedi's knowledge
maju pilgub aja deh bos iya ampun,"Just run for gubernatorial election, boss, my goodness"
audio nya jelek benerrrrbrjdi ganggu,"the audio is really bad, it's annoying"
cuman kuat menit karna kesimpulanny bosan brfedi nuril cuman landas suka gak suka gak suka gak sukabromong omong mic benerinbrmic fedy bagus mic pandji kacau,only strong for a minute because the conclusion is bored brfedi nuril just taking off like it or not like it or not like it don't like it talking nonsense the mic is correctbrfedi's mic is good the pandji's mic is messed up
ne bang quotsegan abangkuquot the tangsel man marshel widianto,ne bro quotrespect my brotherquot the tangsel man marshel widianto
yg paling sok kritik dinasty tpi praktek dinasty stand up community brnonton roasting total politik,the most critical of the dynasty but the dynasty practice is stand up community watching total political roasting
bang ganti shure rode biar dapet clarity nya plis ganti tu clip on,"bro, replace the shure rode to get clarity, please replace the clip on"
gokilll,gokilll
bang ajakin uki cokro tv tuh ikut skakmat,"Bro, invite Uki Cokro TV to join the checkmate"
maaf mas panji kayak mas panji trlalu kbnyakan berpendpat sini trlalu pnjang ngejelasin maksud prtanyaannya skak mat bintang tamu jd gmna kl dominan beri ksempatan buat bintang tamu brpendapat brsekali maaf iya mas panji pure saran masuk aja mas bkn tidak suka sama mas panji dapat mas panji suka sama acara ini,"Sorry, Mas Panji, it seems like Mas Panji has too many opinions here, it takes too long to explain the meaning of his question, it checkmates the guest star, so what if Dominant gives the guest star a chance to express their opinion once, sorry, yes, Mas Panji, it's purely a suggestion, just come in, bro, it's not that you don't like Mas Panji, Mas Panji likes this program"
audio bang pandji kecil banget gua kira headphone gua rusak,"Bang Pandji's audio is really small, I think my headphones are broken"
makanyaaaa iya punya calon pimpin tetap penting punya didik tinggi beneran pinter penting emang baik akhlak kalo enggak ngerti doank gimana mau ngerti bijak ajak ngomong risiko bisnis negara gimana visi depan,"That's why, yes, having a leadership candidate is still important, having high education, really being smart, it's really important to have good morals, if you don't understand, how can you understand? Be wise and talk about the country's business risks, what's the future vision?"
bang pandji berani gak ngundang presiden jokowi acara skakmat,Bang Pandji dare not invite President Jokowi to a checkmate event
bang pandji maaf banget audio bikin gua skip,"Bro Pandji, I'm really sorry the audio made me skip"
pandji gak laku new york dan balik fokus ngonten sini,Pandji didn't sell in New York and returned to focus on content here
audio jelek ih,the audio is bad huh
hulusy reuni sma fahri,Hulusy reunites with Fahri
gue dukung fedi salah dulu idolain,"I support Fedi, one of his idols first"
bangga bicara sendiri pilih orang amplop tebal lama dialog banyak sekali kalimat yang berbelitbelit bahkan adalah video dengan durasi paling pendek episode skakmat dan seperti mas pandji udah males ngomong sama orang makan cepetin tempo main biar cepet selesai,"proud to talk to yourself, choose people, thick envelopes, long dialogue, lots of convoluted sentences, even the video with the shortest duration is the Checkmate episode and like Mas Pandji, I'm too lazy to talk to people, eat fast, play tempo so it's finished quickly"
ooooohhhh bisnis bantu partai bantu partai pantes cuannya banyak,ooooohhhh business helping parties helping parties no wonder the profits are high
kayak ngobrol sama dustin lebih buruk barang ue rada skeptis sama episod makanya baru nonton terus udah belum nonton nurunin ekspetasi nyata turun,"Like talking to Dustin is worse, I was a bit skeptical about the episode, so I just watched it and I haven't watched it yet, lowering my expectations, actually dropping"
sini tau tipikal politikus menang logistik,Here you know the typical politician wins logistics
jadi tau nyata gitu pola pikir sama aja rupa brbrkeren panji konsep main catur bikin lawan bicara pecah konsentrasi main catur jadi susah efort klo nutupin boongnya jadi beberapa jawab salah satu apa ada tetep ada yang ditutupin keren bang panji,"So you know it's real, the mindset is the same, it's cool, Panji, the concept of playing chess makes the person you're talking to break their concentration, playing chess makes it difficult to try to cover up the hole, so several answers, one of which is there, but something is covered, cool, bro Panji"
cepet bang pandji maen nya kudu banyak lik dia gampang bocor ni seru,"Pandji is fast, he has to play a lot, he leaks easily, it's fun"
masa iya cuma menit,really only minutes
saya bisnis cocok masuk perintah,I business is suitable to enter the order
bang undang bambang pacul dong,"Bro, invite Bambang to do the hoe"
bang mending undang sony wakwau si ketimbang ni orang,"Bro, it's better to invite Sony instead of this person."
gokil bang stand up lucu bang pandji pernah gw tonton,"It's crazy bro, I've watched Bang Pandji's funny stand up"
keren podcast lo bang maincatur,"Your podcast is cool bro, playing chess"
orang toioi,toioi people
undang pak dedi mulyadi skakmat terima kasih,"invite Mr. Dedi Mulyadi to checkmate, thank you"
tiket him udah abis iya bang,"HIM's tickets are sold out, right bro?"
undang rocky gerung bg,invite rocky gerung bg
bang undang bambang pacul dong,"Bro, invite Bambang to do the hoe"
ngomong apa jir,"what are you talking about, sir?"
lah cuma menit gak kaya lain,"Well, it's only minutes, not like the others"
gokil sih ahmad sharoni,Ahmad Sharoni is really crazy
catur aja males dengerin lamaquot jadi cepet beres hahaha,chess is too lazy to listen to for a long time so it's finished quickly hahaha
bang pandji quotsengajaquot kalah nih no quotthingsquot to dig,"Bang Pandji quotdeliberatelyquot lost, no quotthingsquot to dig"
bukan pandji blunder move nya memang tiap skak tahu dua main langkah kuda pandji bisa keluar spertinya pandji jga niat debat langkah karena lihat sharoni nya sndiri sperti minat lama gak ngerti dpr hodob cukup jelas berapa rendah nya kualitas dri,"It's not Pandji's blunder move, it's true that every time he plays checkmate, he knows two moves, Pandji's horse can come out, it seems like Pandji also has the intention to debate the move because he sees Sharoni herself as if she has been interested for a long time, she doesn't understand, it's quite clear how low the quality of the DR is."
ko sih orang bgini pilih wilayah masyarakatny jauh lbih intelektual,Why do people like this choose areas where the society is much more intellectual?
panji cepat ritme main catur nya krna lawan nya gada isi,Panji quickly changed the rhythm of his chess game because his opponent had no pieces
preman kampung jadi anggota dprbloonbrbrbr,village thug becomes member of dprbloonbrbrbr
sumpah kurang puas sih terlalu pendek,"I swear I'm not satisfied, it's too short"
tri maritim emang sesuatu di incar ahmad sahroni dasar usaha brnya,Tri Maritim is indeed something that Ahmad Sahroni is targeting based on his new business
why are you softening your questions pandji is he that dangerous,why are you softening your questions Pandji is he that dangerous
kemarin nonton anis episode cuman menit lah,Yesterday I watched the Anis episode for only a minute
kalai tanding catur beneran sah mati ny,"If you play chess for real, you're dead"
gw salah satu dukung klo mau maju jd presiden,I am one of those who support you if you want to run for president
episode skakmat dini,early checkmate episode
kamera di atas kurang deket sibrapa mata gua aja reng jadi gajelas gambar,The camera above isn't close enough to my eyes so the image isn't clear
roni roni wkwk,Roni Roni hahaha
hebat iya ide panji pake treatment main catur kasih liat tiap detil jalan catur biar bisa minta edit sama narsum yahhh bang hahahahaha plis dong panggil gibran kaesang pen liat aja public speakingnya kaya apa lol,"That's great, the idea of ​​Panji using the chess playing treatment, let me look at every detail of the chess process so I can ask Narsum to edit it, bro, hahahahaha, please call Gibran Kaesang, just see what his public speaking is like, lol"
bang roni dong,bro roni please
hmm main catur aja culas iya hmm,hmm even playing chess is cheating huh hmm
bang catur nya beli,"Bro, buy the chess"
uang hasil kerja keras rakyat untuk membiayaii orangquot tidak banyak punya kapasitas ampkemampuan,money from people's hard work to support people who do not have much capacity and ability
kiraquot tri apaa yaa cock yang begini,"kiraquot tri what is it, why is it like this"
haduuuh bang pandjii betaah amaat yaa ngadepiin bgniiaan,"Wow, Bro Pandjii, I'm really happy to be coping with everything"
keren udah ngundang ebel versi lancar komunikasi bisa korupsiii,"It's cool to invite Ebel, a smooth version of communication can be corrupt"
bang saran biar pas podcast sembari main catur gampang hilang arah gilir siapa coba pakein timer jam perlu main pencet pas selesai jalan,"bro, a suggestion to fit a podcast while playing chess, it's easy to lose direction, who's trying to use a timer, you need to press the clock when you're done walking"
jawabanjawaban kasih rasa gunung es dasar aja emang mungkin bukabukaan depan kamera,"The answers give a basic iceberg taste, maybe just open the front of the camera"
sayang banget bang cuma sebentar bikiin aja beberapa ronde putih sama hitam,"It's a shame bro, I only made a few rounds of white and black for a while"
inimah emang pandji udah suka sama orang,It's true that Pandji already likes people
ahmad saron tipe politikus busuk sudah drdl negara kt iya gin model jawab tkg nipu semua kira semua orang tolol percaya aja omong,"ahmad saron, the type of rotten politician who has entered our country, yes, gin, answer model, tkg cheating, everyone thinks everyone is a fool, just believe it, just say it"
turut episode paling cepat lama konten skakmat dan bang syahroni jago multitasking seperti,take part in the fastest episode with the longest checkmate content and bang syahroni is good at multitasking like
dont like that guy bang pandji,Don't like that guy Bang Pandji
untung undang bang pandji dengar jawab dar sekarang brbeberapa kali ulang kata arti rupa biar jelas panjangbra href quot selalu muluquot quot ngomong bicaraquotbrsemangat deh,"luckily invite bang pandji to listen to the answer from now on, repeat the word meaning several times so that it is clear, longbra href quot always talkativequot quot talk talkquotbrsemangi deh"
sudah jadi anggota dpr ubah menjasdi dewan wakil fraksi,"has become a member of the DPR, changed to become a member of the faction representative council"
nih ngalaman usah rugih bantu makara beo mobil mewah celana lejing sepatu patopel makara nu maen gs kalah kecilna tiga puluh rebu rupiah ngasih menang tujuh puluh perak mel peremen th menang lajah ge beo th kabuwal mel solepak ngemis ka tukang ojeg sarebu perak kasih ngemis bae,"here's the experience, don't lose, help Makara Beo, luxury car, lejing pants, patopel shoes, Makara nu maen gs, lose a small amount, thirty thousand rupiah, give me a win, seventy silver, mel peremen th, win lajah ge beo th Kabuwal, mel solepak, beg for a motorbike taxi driver, Sarebu Peremen, give you beg, bae"
indonesia darurat koprupsi darurat adil sungguh sangat najissss,Indonesia emergency corruption emergency justice really very dirty
undang otong koil bangdia bacot kritik elu bang,invite otong koil bangdia to criticize your criticism bro
udah lama gak liat bjah the fly,long time no see bjah the fly
sahroni aja menit kalo gibrankaesang paling cuma menit,"sahroni just minutes, if gibrankaesang at most just minutes"
ne skakmat prof mahfud md tuju,ne checkmate prof mahfud md tu
punya kuasa yang tidak punya uang bisa doa,have power but don't have money can pray
di undang putar isu calon gubernur jakarta,invited to play the issue of the Jakarta gubernatorial candidate
apadah awkwkkw,what awkwkkw
beliau dulu kan vokalis band the fly,He used to be the vocalist of the band The Fly
episode paling gj wkwk,the most awesome episode wkwk
lebih pinter bang panji sahroni,Panji Sahroni is smarter
bang viewsnya sesuai sama effortnya kamera bintang tamu gimmick maen catur bahas politik juga,"Bro, the views match the effort of the guest star's camera gimmick, playing chess and discussing politics too"
pak anies paling tarik,Mr. Anies is the most attractive
miris jawab bang sahroni itu nyata,"Sad, Bang Sahroni's answer is real"
tunggu rocky gerung,wait for rocky gerung
jam lu bagus bang roni,"Your watch is beautiful, bro Roni"
kemendagri,Ministry of Home Affairs
ngawur ngomongnya,talking nonsense
undang marsel bang,invite marshal bro
mungkin bang pak prabowo khianat sama pak jokowi,Maybe Mr Prabowo betrayed Mr Jokowi
kalo dpr satu suara perintah sahkan undangquot ampas aset akan gak golput untuk milu lanjut,"If the DPR has one voice in its order to pass the law, ""dregs of assets"" there will be no abstentions for the next election"
bang lu berani bongkar profil jusuf hamka ga,"Bro, do you dare to reveal Jusuf Hamka's profile?"
kren bang ron,cool bro ron
dpr orang hebat bukan orang partai ken kaya diri klo begini trus ywdh kaya makin kaya miskin makin miskin mati dh,"DPR, great people, not party people, you can get rich if it's like this, then you're rich, you're getting richer, you're getting poorer, you're dead, right?"
sangat percaya diri puas diri iya allah jauh dari pimpin zalim,very confident self-satisfied oh my god far from cruel leadership
maaf mas sikap cara bicara kaya quotbentoquot cara main catur quotyg penting aku senang aku menangquot maaf,"sorry sir, your attitude in speaking is like quotbentoquot, how to play chess quotthe important thing is I'm happy I wonquot, sorry"
tanyain libat partai nasdem korupsi syl,ask about Nasdem party involvement in corruption
penting ngomong anjir,it's important to talk dammit
nunggu kaesang skakmat,waiting for Kaesang to checkmate
sedih iya dengernya,sad to hear that
ini gw simpul cari senang peduli rakyat pilih penting cuma buat perut sendiri,"This is my conclusion, looking for pleasure, caring about the people, choosing what is important is only for my own stomach"
sound lebih bagus jelas,sound is clearly better
bikin best of three ji masa menit doang,Make a best of three in just a few minutes
keren sih bicara singkat semua fakta,It's cool to talk briefly about all the facts
undang pak basuki alias ahok seru sih wkwk,"inviting Mr Basuki aka Ahok is fun, haha"
bang pandji lupa perkenalin bintang tamu wakaka,Bang Pandji forgot to introduce guest star Wakaka
rakyat indonesia dukung bpk angnies waesedan jd presiden yaman,Indonesian people support Mr Angnies Waesedan to become president of Yemen
kecepetan lu jalan bang makanya hbs duluan pertanyannya,"You're walking fast, bro, that's why you should ask the question first"
tunggu bang fh vs pandji,wait bro fh vs pandji
sahroni ngaku pakai amplop berani kpu diskualifikasi,"Sahroni admits to using envelopes, KPU dares to disqualify him"
sampah banget konsep podcastnya ken dengerin kedistrack sama main catur tidak penting jdi males dengerin obrol,"The podcast concept is really rubbish, Ken listens to it and gets distracted by playing chess, it's not important, so I can't be bothered to listen to the chat"
wkwkwkw yaa cermin main catur,wkwkkwkw yeah the mirror is playing chess
gak heran kalau menterimenteri cukup banyak inkompeten ngaku sendiri itu pilih pake asas teman atas aja begini iya jangan harap bawah bersih,"It's not surprising that quite a lot of ministers are self-confessed incompetents who choose to use the principle of just friends above and like this, don't expect the bottom to be clean."
menit banyak di cut,many minutes cut
saya tetap percaya dpr,I still believe in the DPR
wow mantap,"wow, great"
coba bedain jalan nasional jalan provinsi sama jalan kabupaten udah bingung jadi kalau liat jalan lubang bahaya lapor,"Try to differentiate between national roads, provincial roads and district roads and you'll get confused, so if you see a dangerous hole in the road, report it"
permata muncul mana seperti mbak sara kelass,Gems appear wherever they look like Miss Sara Class
love this episode,love this episode
ideal vs reality,ideal vs reality
masalah sistem tutup ketidakpercayaan masyarakat pilih partai partai menang bagai macam bagibagi jabat kita lihat wakil menteri komisaris dpr apalagi video ibu megawati minta kursi menteri telah menang,"the problem of the closed system, public distrust, choosing the winning party, the winning party, like sharing out positions, we see the deputy minister, the DPR commissioner, especially the video of Mrs. Megawati asking for a ministerial seat, has won"
emg viewers bang pandji cukup fair emg orang quotpintarquot viewers harga meski mgkn beda pandang,"Indeed, viewers, Bang Pandji is quite fair, indeed people are quotsmartquot, viewers of the price even though they may have different views"
thanks kak sarah so its all about the game we just need to understand all of the rules,thanks sis sarah so its all about the game we just need to understand all of the rules
ajg pandji sempetnya ngelempar jokes menit jumat iya jumat,"Pandji also managed to throw out a joke on Friday, yes Friday"
tuju tutup tapiiiiiiii orang tempat kursi larang punya hubung keluarga urus antar calon takut tiap keluarga bikin partai hehe,"the aim is to close but the person holding the seat is prohibited from having family relations, managing between candidates, they are afraid that each family will form a party, hehe"
syukur banget punya adek lulus ilmu politik ngikutin obrolani karena adek sering diskusi deket pilih umum hehe aku masuk tipe riset nama paling atas tiap partai,"I'm really grateful that I have a brother who has graduated in political science to join in the conversation because my brother often has discussions close to the general election, hehe, I'm into the type of research on the top names of each party."
menit href brpandji baru tau nyata kritik tidak tau semua,minutes href brpandji just found out real criticism don't know all
